Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
2023-08-25,136.8770294189453,136.99002958747442,135.13486685119287,135.77522029858997,3660100
2023-08-28,137.50796508789062,138.18599480863318,136.74518524437988,136.93352364029758,3561100
2023-08-29,137.91290283203125,138.1765794810373,137.13128477629917,137.7716526162422,2778100
2023-08-30,138.29898071289062,138.3554807889106,137.25368619863002,137.88462766301478,2245400
2023-08-31,138.27076721191406,139.1182973147613,137.9976642799227,138.37435550175547,3885900
2023-09-01,139.3160400390625,139.4667165040413,138.3554955364459,138.6756722475519,2727500
2023-09-05,139.49497985839844,140.31425986480215,138.96762654994086,139.2878032916044,3731300
2023-09-06,139.42904663085938,139.68331138107044,138.54384031992393,139.05236982034606,2932200
2023-09-07,138.92051696777344,140.10706172913962,138.80750244100207,139.49495838376055,3332900
2023-09-08,139.07119750976562,139.92815380245494,138.67568253682433,138.76044703547575,3722800
2023-09-11,139.73040771484375,140.10708454730073,138.97703968062967,139.90933423951586,3273600
2023-09-12,137.77162170410156,139.3725193908124,137.30076859805152,139.29718116952884,4457700
2023-09-13,138.007080078125,138.4120069454318,137.41380042953156,137.4420504728646,2627800
2023-09-14,138.76043701171875,139.1182756551211,137.9411427126033,138.7886870527953,2723100
2023-09-15,137.47970581054688,139.23128007657115,137.04651459667093,138.53441225226555,6231400
2023-09-18,136.63218688964844,137.94115829482138,136.6039368453807,137.27255475475116,2508100
2023-09-19,137.9788055419922,138.16714392054686,136.22723131976892,136.5474080002416,3945400
2023-09-20,141.09585571289062,143.07343030813112,139.4949578874204,139.71154631157344,9632400
2023-09-21,138.7886962890625,140.5496826900857,138.7227699426308,140.3142560859147,4944600
2023-09-22,138.34609985351562,139.46673284297063,138.2613497205233,138.81695308476225,2562000
2023-09-25,137.94114685058594,138.83576503987666,137.724558406069,138.02591134565694,2694200
2023-09-26,134.89004516601562,137.64923833283723,134.68286858503848,137.02770858990576,4824700
2023-09-27,134.8240966796875,135.4362144300129,133.49628727485242,135.29494985564617,4439800
2023-09-28,133.32679748535156,133.9859891095332,132.03666428021754,133.85415078469686,5783200
2023-09-29,132.1214141845703,133.84473866511294,131.47163445280674,133.72231223179526,5703600
2023-10-02,132.59225463867188,133.20435800776454,131.70704838604064,131.87654862881772,3275300
2023-10-03,132.2061767578125,133.38330989881777,131.8389117925909,132.65819186055424,3284400
2023-10-04,132.84652709960938,132.96893915896945,131.82948247589223,132.18732113233594,2637600
2023-10-05,133.2703094482422,133.43980972294258,132.01783806440775,132.68644164034956,3223900
2023-10-06,133.7505340576172,134.6074901714495,131.94245982898096,133.15725453737994,3511100
2023-10-09,133.91064453125,134.09898293362804,132.47924680843863,134.00482091708852,2354400
2023-10-10,133.82589721679688,135.05953030298133,133.45863229519006,134.28733852622057,3015800
2023-10-11,134.88059997558594,134.98418825153703,133.8541434761698,134.2025702365058,2511500
2023-10-12,133.00660705566406,134.5980786811615,132.7335041734989,134.20256374737235,3921100
2023-10-13,130.388671875,131.95189354726327,130.2097453634683,131.6223049353935,4582800
2023-10-16,131.09494018554688,131.63170530385713,130.445160540252,131.1608521544316,3361500
2023-10-17,132.14024353027344,132.42274394325736,128.36399182466934,129.1267716783234,4172800
2023-10-18,131.81063842773438,132.24381530018113,131.44337352748673,131.8388884685766,3330000
2023-10-19,129.96490478515625,131.28330246507534,129.88956654322084,130.55818445958485,5314200
2023-10-20,129.16445922851562,131.1514603989099,129.12678292397072,130.0967394111523,4865300
2023-10-23,128.42991638183594,129.654123139211,127.9496369478425,128.66534296891552,3457500
2023-10-24,129.75772094726562,129.93664746568192,128.11916097713663,128.76894070431175,3698000
2023-10-25,129.08912658691406,130.41693617835526,128.38284672371776,129.48464158598793,6472500
2023-10-26,135.37969970703125,135.9918174561284,133.32678676123422,133.91064010007585,11130200
2023-10-27,134.21202087402344,136.26493424573394,133.44924087133649,135.24788945238416,5469200
2023-10-30,134.31558227539062,136.0765685645206,134.2684940836885,134.84293553613765,4204100
2023-10-31,136.20838928222656,136.32138943227366,134.2778886262402,134.66399163129685,6591800
2023-11-01,136.9241180419922,137.96941282176132,136.02949974941336,136.5474411933171,4750100
2023-11-02,138.44024658203125,138.5250110749583,136.39674550852175,137.2725398939108,3902700
2023-11-03,139.2783660888672,139.79630746516185,138.69451273884346,138.8546010970984,3510100
2023-11-06,140.2860107421875,140.53084924577897,139.23130411834725,139.2689660537844,4597200
2023-11-07,140.15414428710938,140.57790922990827,139.40077640585739,140.3424826650981,3549900
2023-11-08,139.4008026123047,140.95461248443917,138.98644948125553,140.54968561410467,3618600
2023-11-09,139.63890075683594,139.9912936356428,138.3627063640338,139.57224126015208,3412700
2023-11-10,141.9246368408203,142.0674889994336,139.85795993004987,140.41986446361466,3179000
2023-11-13,141.04844665527344,141.41987680948944,140.33415677929926,141.39130637703164,2647200
2023-11-14,143.24842834472656,143.62937705574174,141.9531823821084,142.33413109312357,4321900
2023-11-15,145.3151397705078,145.92466657378299,143.23892956005267,143.23892956005267,4632500
2023-11-16,145.77224731445312,146.04844748437324,144.88653501537436,145.71510646061088,3519200
2023-11-17,145.61036682128906,146.19132314929672,145.20084761466387,145.99131559639457,4426500
2023-11-20,147.0008544921875,147.3151292325556,145.09608159060951,145.24845237821515,3658500
2023-11-21,146.58180236816406,147.29609220742282,146.20083906786766,147.23895134544435,2859500
2023-11-22,147.7437286376953,148.2961145749061,146.81991253108166,147.14372046701945,3044700
2023-11-24,147.79132080078125,148.00084698018654,146.59131911785764,147.7437131045868,1799200
2023-11-27,148.1627655029297,148.70561821716004,147.38180164634448,147.61037962364685,4053100
2023-11-28,148.23895263671875,148.33419709944772,147.48657369731288,148.0389596101585,2666200
2023-11-29,148.96275329589844,150.01036956719992,148.59132319868257,148.71512354291286,3568900
2023-11-30,151.01039123535156,151.04849483092696,149.41990762827683,149.4770484893762,6740600
2023-12-01,152.90565490722656,152.94374397288703,150.477066434894,150.8675483861711,4871000
2023-12-04,153.42945861816406,155.03897946656167,152.65801340813124,152.65801340813124,5779000
2023-12-05,153.7056427001953,154.7342217706919,153.067545546994,153.1056346093398,4556700
2023-12-06,152.64849853515625,154.61994545557877,152.39135012547857,153.8961224553399,3555900
2023-12-07,152.59136962890625,153.7818527807157,152.35327299854438,153.33422995305415,3665500
2023-12-08,154.24850463867188,154.3246827607495,152.38182093798588,152.38182093798588,4560400
2023-12-11,155.72471618652344,155.85804971934536,154.23899552586056,154.9342336232702,6077200
2023-12-12,156.86756896972656,158.41994890624508,155.1627891905312,155.49613024052852,5292300
2023-12-13,155.8294677734375,157.11519530601115,154.99137757144535,156.5437576176975,4989100
2023-12-14,155.15325927734375,155.71516371984373,152.5246637267464,155.17229654056402,6129800
2023-12-15,154.50564575195312,156.27708508481265,154.32469000593176,154.57231977722986,11015600
2023-12-18,154.9913787841797,155.5532833116508,153.8866069953365,154.50565238563328,3677300
2023-12-19,153.8675537109375,154.55327312275105,153.63899026184234,154.0961316922967,3766600
2023-12-20,152.42945861816406,154.09613495365608,152.39135502099907,153.61040854952063,4865800
2023-12-21,153.1246795654297,153.41039838317968,151.93419660169033,152.9437238297793,2982900
2023-12-22,154.41993713378906,154.67708554217825,153.33421717113492,153.42946162824614,2439800
2023-12-26,155.43899536132812,155.53422528480257,154.33422361672638,154.50564619833855,1772400
2023-12-27,155.67709350585938,155.84851608916452,154.9342187147458,155.37232287029855,3234600
2023-12-28,155.95327758789062,156.15328513197034,155.619936525179,156.15328513197034,2071300
2023-12-29,155.76280212402344,156.36279568755702,155.07708273804494,155.95327650184782,2525600
2024-01-02,153.81040954589844,155.51517487360428,152.8199340458051,155.0770852507363,3825000
2024-01-03,152.4770965576172,154.0294767938143,152.45804475707183,153.3342386627011,4086100
2024-01-04,153.2008819580078,154.1056461615133,152.5437329950865,152.59135522311595,3212000
2024-01-05,151.5818328857422,152.90564948755804,151.1151582874205,152.29612273274205,4199400
2024-01-08,153.46754455566406,153.54373721185385,150.37228874273677,151.13420077237154,3321700
2024-01-09,152.45802307128906,152.83897183441408,151.91515582495896,152.38183041221131,2617200
2024-01-10,153.55325317382812,153.65801625773426,152.13420675722864,152.6484890122368,2967800
2024-01-11,154.43899536132812,154.5056548582701,152.65802275859647,153.35327535347287,3778200
2024-01-12,157.90567016601562,158.07709274485202,154.61993994794784,155.21041487362433,4956400
2024-01-16,159.01043701171875,159.28662266878732,157.46756118823475,157.90566531891858,4869600
2024-01-17,158.1723175048828,159.8294748886174,157.61993171030463,158.84850363578502,4288600
2024-01-18,158.89614868164062,159.039015365668,157.18185019915762,158.56282215010404,3776900
2024-01-19,163.3152313232422,163.4104757851988,161.12473948862134,162.46760792798085,6925800
2024-01-22,164.60093688964844,166.1437981476514,164.191403196711,164.59141825763135,4926000
2024-01-23,165.6580810546875,165.734273705184,164.2675906145849,164.66759113049497,3983500
2024-01-24,165.64857482910156,166.53430181943438,164.66761790935809,166.4390573577592,9097800
2024-01-25,181.36293029785156,187.52487130267644,176.0295753206767,176.1533901996703,29596200
2024-01-26,178.49627685546875,183.22963894345128,177.2962750919119,182.20105977514623,9895900
2024-01-29,178.22958374023438,180.43912708221578,177.19148609027056,178.53435435247843,6107900
2024-01-30,178.92483520507812,179.6676954630922,177.87721884410988,178.7724644197329,4575100
2024-01-31,174.91529846191406,178.71531108736198,174.42005344010565,178.14388793813433,8876100
2024-02-01,178.0010223388672,178.58197865676865,174.0105353059693,174.88672909928133,4669400
2024-02-02,176.94386291503906,178.46768696840277,176.78195897086192,178.1915013065155,4054200
2024-02-05,174.6867218017578,176.9343544164563,174.534336481241,176.67720600461723,4379600
2024-02-06,174.6772003173828,175.88672063204746,174.32480745290724,174.81053383759246,3337600
2024-02-07,174.99147033691406,175.2581373479996,173.9343209243028,174.61050708374745,4841200
2024-02-08,177.18272399902344,177.3653294992587,174.42445999900355,175.5200783356624,5161200
2024-02-09,179.08563232421875,179.89292693770793,176.6925793867507,177.2596066987429,5064600
2024-02-12,178.9126434326172,179.22017794689125,176.8655613708868,178.66275605847048,4724000
2024-02-13,176.5484161376953,177.57676726172815,175.2605868779509,177.10583805566367,4290500
2024-02-14,176.4235076904297,177.79782982240724,175.1644945230232,177.79782982240724,3173400
2024-02-15,179.5950164794922,179.7007346897188,176.471541235688,176.471541235688,4714300
2024-02-16,180.33502197265625,181.59402026343412,178.71081269746878,179.3643473714253,4841900
2024-02-20,176.2985382080078,181.42103885647512,175.93332721553006,180.3350259565822,4247200
2024-02-21,172.70413208007812,175.9044942716424,171.79111927422846,175.45279057505587,4728500
2024-02-22,177.03855895996094,177.36531895951578,174.84730775210335,175.34706782861485,5078400
2024-02-23,178.48977661132812,179.20097311303957,177.3845528748499,177.70169281228956,3433800
2024-02-26,176.96170043945312,178.88383909960336,176.89441854726584,178.3744735278439,4620800
2024-02-27,177.67286682128906,177.92275421069934,175.51046101771615,176.99051586886767,3641400
2024-02-28,178.08612060546875,178.15338782187595,176.40424955351565,177.44220601963406,3216300
2024-02-29,177.82662963867188,179.57578258964585,177.49986963621035,178.90302243019315,6458500
2024-03-01,180.87322998046875,181.04623007120094,177.97079673832025,178.2687405243172,4017300
2024-03-04,185.5440216064453,186.35131623318233,180.2965918679022,180.45035179817174,7938300
2024-03-05,184.4772186279297,186.38975149726957,183.15095318576928,184.52527501791585,5653600
2024-03-06,188.52334594726562,190.41665352635235,185.4479273071701,185.96689824513038,6945800
2024-03-07,188.88853454589844,190.99327844505453,188.5041127309234,189.8880547284371,4604500
2024-03-08,188.32150268554688,190.07065563034692,186.81263170024036,188.42722088182327,3942500
2024-03-11,184.2657928466797,187.77370421100198,183.44889282891444,187.49498593189514,4725100
2024-03-12,190.08026123046875,191.4257522164494,184.66943705482498,184.9673808189903,5880100
2024-03-13,189.0423126220703,190.38781832878672,187.71604707063517,189.8592273248893,3993300
2024-03-14,185.8996124267578,190.05143850162676,184.64061409328443,189.28258019167853,4109600
2024-03-15,183.63150024414062,185.54401857879162,183.2758946658607,184.51568215396082,8827900
2024-03-18,184.22735595703125,185.7073960617965,182.91069585530974,184.23696136965071,5410600
2024-03-19,185.8131103515625,186.04377223234755,182.8722410291239,184.0351411807149,5317300
2024-03-20,186.40899658203125,186.42820740824416,183.862154292546,185.3614199633132,3238600
2024-03-21,184.42918395996094,185.84195693639296,182.6127636566559,185.4863660051662,6013600
2024-03-22,183.41043090820312,185.476738355239,183.09327633266503,184.5252746286247,3987700
2024-03-25,181.4402618408203,183.3912459592032,181.40182552234015,182.85303484720768,3718300
2024-03-26,181.1615447998047,182.60314860457768,181.1615447998047,181.66130489158996,4229500
2024-03-27,183.3719940185547,183.52576859980198,181.2576448530336,182.21871398870238,3693300
2024-03-28,183.52577209472656,184.45799568250672,182.92989924723375,183.50654660551675,3742200
2024-04-01,182.4397735595703,183.04525186675608,181.18077521553545,182.6031535687826,2364300
2024-04-02,181.52674865722656,182.41093052964266,180.29658129866925,181.77662136092513,2693500
2024-04-03,183.46810913085938,183.90060201378006,181.15194344452502,181.257661645833,2826200
2024-04-04,180.62335205078125,185.7554581801797,180.04670465129158,184.52529074837076,2983900
2024-04-05,181.77662658691406,182.91069586038432,180.70023378341855,181.24803559778607,2013600
2024-04-08,182.43016052246094,182.83380782213132,181.5555840407991,181.87273863298697,2678300
2024-04-09,181.9400177001953,183.80449439492787,179.3931900489903,183.12212877370243,2794200
2024-04-10,178.7972869873047,180.60410156858006,178.2975416193034,180.12356702375155,3081700
2024-04-11,178.6627655029297,179.5277366161006,177.39416173426625,178.79731460967812,2861700
2024-04-12,175.17410278320312,177.96119784539474,174.61668083781413,176.83674854107247,3545100
2024-04-15,174.19378662109375,180.1812434288911,173.83819572181537,178.3456124640539,3528100
2024-04-16,176.59645080566406,178.4801527334149,175.74109987542667,178.36481446698053,4473700
2024-04-17,175.97177124023438,177.4806422144417,174.70315289424954,176.99050221608488,3003000
2024-04-18,174.4052276611328,176.31776063488905,173.1558347770371,175.25097324385953,2886700
2024-04-19,174.51095581054688,175.68346146627997,173.54028114938384,175.32785587249012,3037600
2024-04-22,174.81849670410156,176.18322799088452,173.42494917676362,175.34708774267898,3076500
2024-04-23,175.09719848632812,177.49025138964313,172.0313854166213,175.6161693976639,5950200
2024-04-24,176.93284606933594,177.11543689944298,174.33794749044412,176.03904408522266,7616600
2024-04-25,162.33421325683594,165.73639200634574,159.21073814200432,161.65184762541207,16702200
2024-04-26,160.62350463867188,161.33468648137597,159.27799892170668,160.97909556002392,8983800
2024-04-29,160.91180419921875,161.6710570562761,159.75852412741511,160.88297329728005,5242200
2024-04-30,159.7296905517578,160.26788693194052,158.82628320012907,160.00840881883553,6011600
2024-05-01,158.02859497070312,159.79697337066105,157.90366595190972,159.23955149798158,4029900
2024-05-02,158.27847290039062,158.4610783762988,156.2890528183396,157.9517129249501,3829900
2024-05-03,159.25880432128906,160.12376084801258,158.49955134216688,158.5764386479485,3400400
2024-05-06,162.04586791992188,162.1035297218328,159.90268784864085,160.01801145246276,4222300
2024-05-07,161.82484436035156,162.6994062291407,161.40197154568276,162.42070260024693,3155300
2024-05-08,163.28567504882812,163.63166059792155,161.3635363682545,161.46925458227622,3522000
2024-05-09,161.38327026367188,162.62564942785315,161.00473309349675,162.57711598340447,4266600
2024-05-10,162.23739624023438,163.13037014673728,161.43180326795988,162.2179947107701,2255400
2024-05-13,162.63534545898438,163.12065026869027,161.85885480138947,162.57711125147205,2414900
2024-05-14,162.44122314453125,163.1885966829449,161.5870819577728,162.9265279442209,2601000
2024-05-15,163.3147735595703,163.4021396834821,162.42181446328067,163.0041861744959,4468800
2024-05-16,164.00390625,164.64451214420166,162.85857921397334,163.31476691345085,3492300
2024-05-17,164.06214904785156,164.13979959760832,162.41211559392264,164.003914838116,2956400
2024-05-20,164.92599487304688,165.15894652771746,163.43126248398022,164.03303574563546,2726300
2024-05-21,168.37164306640625,169.82755741944925,164.94539247373783,164.94539247373783,6459800
2024-05-22,168.58517456054688,169.84696993350605,167.6824999806146,168.29398873442918,3294900
2024-05-23,165.65394592285156,170.30317440462034,165.43070985194865,170.235224620682,3341300
2024-05-24,165.8674774169922,166.9545554523994,165.20746998415993,166.44013353847797,2587400
2024-05-28,164.6736297607422,166.06159439217737,163.69330457738013,165.43070407067543,2629500
2024-05-29,162.14035034179688,163.67391541661172,161.3250417633875,163.06242657764048,4206600
2024-05-30,160.76206970214844,161.82973135546285,159.40320740202984,160.69411992249542,3853000
2024-05-31,161.9462127685547,162.06268117771484,159.02466848262335,160.8300028762389,4905000
2024-06-03,160.42234802246094,161.87826237272068,158.72378128049124,161.64531074496153,2776100
2024-06-04,160.936767578125,161.50942365979157,159.06349825020087,159.76233831303432,2594200
2024-06-05,162.4606475830078,162.85858628274423,160.90766622244504,161.51915503984492,3049400
2024-06-06,163.2565460205078,163.48949767657695,161.89769838592574,162.46065378034643,2207100
2024-06-07,165.0133514404297,166.27514702530465,163.12066546828166,163.23713389415883,3475500
2024-06-10,165.37246704101562,165.74128861499062,163.91655265286815,164.5668593023348,3444700
2024-06-11,164.34361267089844,165.00362004211036,161.90737327284447,164.98420370462586,2951300
2024-06-12,164.0330352783203,167.40105203957125,163.15949249386887,166.31397394152887,3522700
2024-06-13,164.14950561523438,164.60569335319826,163.39243124378973,164.04273795719328,3525700
2024-06-14,164.2368621826172,164.48921535496626,162.31504444974792,163.3438882889841,2777700
2024-06-17,164.518310546875,164.7318458220864,162.57709154337206,163.80005418386168,3239800
2024-06-18,165.5374755859375,165.73159455013862,163.43125446318385,165.00363732663874,3386400
2024-06-20,168.80841064453125,169.1578306738799,166.18776782957963,168.9637117265365,4723100
2024-06-21,167.391357421875,169.81788170149537,166.36249868663973,168.8569727550473,10182000
2024-06-24,169.8663787841797,173.21499371340718,169.03165394549683,169.85667802001055,4864700
2024-06-25,167.5272216796875,170.58463597357525,166.38189465855177,169.9925635294189,4119300
2024-06-26,166.8186798095703,167.60487127528515,165.4015979803463,166.24602365680622,2779000
2024-06-27,165.82864379882812,167.43014359605124,165.469508202412,166.0906977079785,2894000
2024-06-28,167.86692810058594,168.3619484773853,165.51805463543366,165.8286568177648,4193300
2024-07-01,169.95375061035156,171.27378028770616,168.28430087692286,168.3522358490422,3321000
2024-07-02,172.08909606933594,172.2735142748056,169.1966834228851,169.70138978379055,2883300
2024-07-03,170.56521606445312,172.74908760303802,170.02167707339095,172.65203553196363,1649000
2024-07-05,170.84669494628906,170.9146299125479,168.8375260946058,170.5749254606014,2086000
2024-07-08,172.4191131591797,173.34118944764307,170.83701454791364,171.22526732907087,2503000
2024-07-09,171.29318237304688,172.47732729968135,170.4196396351882,172.38027522343458,2512700
2024-07-10,172.6132049560547,172.98204133747583,169.32283905695456,171.40965854986263,3462200
2024-07-11,173.0694122314453,174.16620592537578,171.42907947832654,172.4288062786897,2806800
2024-07-12,177.45655822753906,178.7474707966555,173.2538168045644,173.31205101198918,4785600
2024-07-15,177.5050811767578,179.46570182567865,177.23331168462371,177.99038595704394,2925700
2024-07-16,180.34896850585938,181.11575838831737,179.0968886307699,179.24247414752665,3374500
2024-07-17,181.94078063964844,182.41638471217667,179.6307396838801,179.98986052437039,4225300
2024-07-18,179.7763214111328,183.9014124432125,179.65985299188492,181.15458534343537,3487800
2024-07-19,177.8642120361328,181.503998094171,176.60241657394744,180.8536914290408,3816000
2024-07-22,178.73776245117188,179.5336694790419,177.48568250991474,178.00980520826403,2488500
2024-07-23,178.68923950195312,179.93161864835784,177.63126374529025,178.94159267501644,2180200
2024-07-24,178.61158752441406,179.6307305937853,177.76714707876658,178.7280559402299,6962100
2024-07-25,186.337646484375,190.4918548250296,179.85398078253547,181.30989533585822,9532800
2024-07-26,186.11441040039062,187.880927167386,184.0470069953601,184.9108490379214,4294900
2024-07-29,185.8717498779297,187.6091346526725,183.61992835791847,187.50236699766634,3336800
2024-07-30,185.42526245117188,187.10442782207326,183.53257658112355,185.8523330701219,3065000
2024-07-31,186.49293518066406,188.83210796181658,184.40613038390353,185.3864407861858,5558400
2024-08-01,184.0858154296875,187.9488373887927,182.756070241777,187.14322966482553,4085400
2024-08-02,183.5616912841797,183.69757604203778,180.24220807622277,183.23168755942834,4548800
2024-08-05,177.9224395751953,179.81512529237523,176.4665252065451,179.12600078499716,4975000
2024-08-06,181.3098907470703,183.34816218393814,178.24276061121776,179.27160449987414,3632500
2024-08-07,181.3098907470703,184.28965475608481,181.21282385517398,182.55226994963593,3801900
2024-08-08,186.94912719726562,187.21119595234663,181.50400641247816,181.98931124245803,3712700
2024-08-09,187.44845581054688,188.60380012344962,185.08882419831815,187.18409496049821,2773700
2024-08-12,185.51962280273438,187.57573610752814,185.04965959644414,187.25263173449707,2290300
2024-08-13,186.99807739257812,187.31138122678516,185.25528279644118,186.3126963092687,2178900
2024-08-14,188.30027770996094,189.0541729865122,186.74349935193962,187.15471903183882,1895100
2024-08-15,189.8961944580078,190.18992706306582,189.24020010596612,189.46538862923754,2472000
2024-08-16,189.72975158691406,190.28784503674382,188.82898254390662,189.53393482797523,2494400
2024-08-19,190.65989685058594,191.44317884449978,189.67101248393485,189.78849955407043,2361400
2024-08-20,191.93272399902344,192.1089695402093,189.70038007640994,190.522819428981,1790400
2024-08-21,193.08807373046875,193.20556080133738,190.06264719684782,191.87398588533398,2579300
2024-08-22,191.8642120361328,193.7832373639652,191.48236409254332,193.1272429449711,1969500
2024-08-23,192.0012664794922,193.25451165576962,190.3270010815726,192.67683205212754,2322000
2024-08-26,193.84197998046875,194.20425670256407,191.8054526443963,191.90336850223014,2567200
2024-08-27,194.57627868652344,195.23227301673464,192.85307036864893,193.3132479486249,2617100
2024-08-28,194.31195068359375,195.81975623304905,193.36222367067452,194.8406574518838,2645200
2024-08-29,194.7427520751953,196.9163526815132,194.12592996898152,195.1344005726496,2989600
2024-08-30,197.90525817871094,197.9444155597347,194.57631307689647,194.9483754260058,4751000
2024-09-03,197.072998046875,200.44110018582546,196.02537013799463,197.68983504902624,3874700
2024-09-04,199.84385681152344,200.08863151170218,196.30930954334798,196.56386985318352,3142500
2024-09-05,198.35560607910156,201.6453783755621,196.7596853247689,199.8144685501034,3229200
2024-09-06,196.54429626464844,199.83406879298894,195.17354899625377,198.1500176808705,3304500
2024-09-09,199.27597045898438,200.7642047650481,197.21985707639817,197.71920700809395,3705000
2024-09-10,201.02857971191406,201.5279147387642,198.62977561739342,199.93197885903353,3070600
2024-09-11,205.50303649902344,205.72822502886538,198.79620407059508,203.4175513761086,5554300
2024-09-12,207.18710327148438,208.2053594774962,203.9169167765694,205.6107535632384,4616400
2024-09-13,210.30062866210938,211.57346011419259,207.6962371590705,208.03891278164446,4572300
